"X","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","created","modified","references","source","majorGroup","tplID","synonims","edibility_classification"
1102684,"wfo-0001109577","urn:lsid:ipni.org:names:17086810-1","26602792","Diplazium esculentum","species","wfo-4000011939","(Retz.) Sw.","Athyriaceae","","","","Diplazium","","esculentum",NA,"species","Valid","J. Bot. (Schrader) 1801(2): 312. 1803 ; & Chr. 222. NPfl. 228.","Accepted",NA,"wfo-0001114343",NA,"Source in seed data: tro Updated namepublishedIn from J. Bot. (Schrader) 1801(2): 312 1803 to J. Bot. (Schrader) 1801(2): 312. 1803 ; & Chr. 222. NPfl. 228., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=htt","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Polypodiophyta","tro-26602792","['Hemionitis incisa' 'Anisogonium serrulatum' 'Athyrium serrulatum'
 'Callipteris serampurensis' 'Callipteris serrulata'
 'Callipteris wallichii' 'Diplazium manilense' 'Diplazium umbrosum'
 'Microstegia serrulata' 'Asplenium manilense' 'Asplenium puberulum'
 'Asplenium umbrosum' 'Hemionitis esculenta' 'Anisogonium esculentum'
 'Anisogonium serampurense' 'Asplenium ambiguum' 'Asplenium esculentum'
 'Asplenium moritzii' 'Asplenium pubescens' 'Asplenium vitiense'
 'Athyrium ambigua' 'Athyrium esculentum' 'Callipteris malabarica'
 'Digrammaria esculenta' 'Diplazium malabaricum' 'Diplazium serampurense'
 'Diplazium vitiense' 'Gymnogramma edulis' 'Microstegia ambigua'
 'Microstegia esculenta' 'Asplenium malabaricum'
 'Athyrium crenulatoserrulatum' 'Callipteris esculenta'
 'Athyrium ambiguum' 'Callipteris ambigua' 'Asplenium esculentum'
 'Asplenium serrulatum' 'Asplenium proliferum' 'Asplenium bipinnatum'
 'Digrammaria ambigua' 'Diplazium ambiguum']","edible"
1102318,"wfo-0001109208","urn:lsid:ipni.org:names:17170500-1","26602363","Pellaea atropurpurea","species","wfo-4000028472","(L.) Link","Pteridaceae","Cheilanthoideae","","","Pellaea","","atropurpurea",NA,"species","Valid","Fil. sp. 59. 1841 ; & HB. 147. Chr. 158. NPfl. 266","Accepted",NA,"wfo-0001110372",NA,"Source in seed data: tro Updated taxonomicstatus from Accepted to Synonym, acceptedNameId from to wfo-0001422155 information provided by Alan E. on email Nov. 16 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Polypodiophyta","tro-26602363","['Pellaea spiculata' 'Pteris spiculata' 'Pteris atropurpurea'
 'Asplenium atropurpureum' 'Allosorus atropurpureus'
 'Platyloma atropurpureum' 'Notholaena atropurpurea'
 'Pellaea atropurpurea var. cristata' 'Pellaea atropurpurea f. bifida'
 'Pellaea atropurpurea f. furcata' 'Pellaea atropurpurea var. minima'
 'Pellaea atropurpurea var. latifolia'
 'Pellaea atropurpurea var. mucronata' 'Pellaea atropurpurea var. nana'
 'Pellaea atropurpurea var. punctata' 'Pellaea atropurpurea var. venosa'
 'Cassebeera atropurpurea var. minima' 'Hemionitis atropurpurea'
 'Cassebeera atropurpurea' 'Pellaea mucronata']","unknown"
1489585,"wfo-1000031734","urn:lsid:ipni.org:names:77199271-1","wcvp-533845","Cranichis popayanensis","species","wfo-4000009555","Szlach. & Kolan.","Orchidaceae","","","","Cranichis","","popayanensis",NA,"species","Valid","PeerJ 7-e7385: 62 (2019)","Accepted",NA,"",NA,"","2022-08-09","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77199271-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","[]","unknown"
1271721,"wfo-0001280309","urn:lsid:ipni.org:names:17523540-1","50308441","Isoetes bischlerae","species","wfo-4000019273","H.P.Fuchs","Isoetaceae","","","","Isoetes","","bischlerae",NA,"species","Valid","Proc. Kon. Ned. Akad. Wetensch. C 85(1): 113 (1982)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Proc. Kon. Ned. Akad. Wetensch. C 85(1): 113. 1982 to Proc. Kon. Ned. Akad. Wetensch. C 85(1): 113 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Lycopodiophyta","tro-50308441","[]","unknown"
1096889,"wfo-0001103747","urn:lsid:ipni.org:names:99900-1","2606789","Orbea mcloughlinii","species","wfo-4000027007","(I.Verd.) L.C.Leach","Apocynaceae","","","","Orbea","","mcloughlinii",NA,"species","Valid","Kirkia 10: 291 (1975)","Accepted",NA,"wfo-0001103748",NA,"Source in seed data: tro Update namepublishedIn from Kirkia 10(1): 291. 1975 , as 'macloughlinii' to Kirkia 10: 291 (1975), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","2022-04-16","2024-06-04","","The Apocynaceae TEN","A","tro-2606789","['Orbea doldii' 'Stapelia speciosa' 'Stapelia mcloughlinii'
 'Orbea speciosa' 'Stapelia macloughlinii']","unknown"
195195,"wfo-0000196551","urn:lsid:ipni.org:names:509264-1","43110","Mucuna paniculata","species","wfo-4000024941","Baker","Fabaceae","Papilionoideae","","","Mucuna","","paniculata",NA,"species","Valid","J. Linn. Soc., Bot. 20: 132 (1883)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from J. Linn. Soc., Bot. 20: 132. 1883 [1884 publ. 1883] to J. Linn. Soc., Bot. 20: 132 (1883), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","2022-04-16","2024-06-04","https://www.legumedata.org/taxonomy/taxon/2375470","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-43110","['Mucuna horrida' 'Mucuna myriaptera']","unknown"
936413,"wfo-0000941037","urn:lsid:ipni.org:names:628962-1","59505","Dendrobium wilsonii","species","wfo-4000011060","Rolfe","Orchidaceae","","","","Dendrobium","","wilsonii",NA,"species","Valid","Gard. Chron. , ser. 3, 39: 185 (1906)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Gard. Chron. ser. 3, 39: 185. 1906 to Gard. Chron. , ser. 3, 39: 185 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:628962-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-59505","['Dendrobium kwangtungense']","unknown"
1102494,"wfo-0001109386","urn:lsid:ipni.org:names:249899-2","26602578","Tectaria heracleifolia","species","wfo-4000037670","(Willd.) Underw.","Tectariaceae","","","","Tectaria","","heracleifolia",NA,"species","Valid","Bull. Torrey Bot. Club 33: 200. 1906","Accepted",NA,"wfo-0001110441",NA,"Source in seed data: tro Updated namepublishedIn from Bull. Torrey Bot. Club 33(3): 200 1906 to Bull. Torrey Bot. Club 33: 200. 1906 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.or","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Polypodiophyta","tro-26602578","['Aspidium heracleifolium' 'Tectaria heracleifolia var. heracleifolia'
 'Bathmium heracleifolium' 'Aspidium trifoliatum subsp. heracleifolium'
 'Tectaria trifoliata var. heracleifolia'
 'Tectaria heracleifolia var. maxima'
 'Aspidium trifoliatum var. heracleifolium'
 'Bathmium trifoliatum var. heracleifolium' 'Drynaria cordifolia'
 'Polypodium cordifolium' 'Bathmium heracleifolium']","unknown"
186282,"wfo-0000187140","urn:lsid:ipni.org:names:962839-1","33655","Zygia picramnioides","species","wfo-4000041318","(Standl. ex Killip) Killip ex L.Rico","Fabaceae","Caesalpinioideae","","","Zygia","","picramnioides",NA,"species","Valid","Kew Bull. 46: 504 (1991)","Accepted",NA,"wfo-0001052388",NA,"Source in seed data: ildis Update namepublishedIn from to Kew Bull. 46: 504 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-33655 >The Plant List v.1.1.</a","2022-04-16","2024-06-04","https://www.legumedata.org/taxonomy/taxon/2470974","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-33655","['Pithecellobium picramnioides' 'Pithecellobium picramnioides']","unknown"
681562,"wfo-0000685617","urn:lsid:ipni.org:names:546177-1","935099","Fagraea litoralis","species","wfo-4000014556","Blume","Gentianaceae","","","","Fagraea","","litoralis",NA,"species","Valid","Bijdr. Fl. Ned. Ind. : 1021 (1826)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bijdr. 1021 1826 to Bijdr. Fl. Ned. Ind. : 1021 (1826), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-280745","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:546177-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2807456","[]","unknown"
592493,"wfo-0000596143","urn:lsid:ipni.org:names:152639-1","841467","Cerastium soleirolii","species","wfo-4000007327","Ser. ex Duby","Caryophyllaceae","","","","Cerastium","","soleirolii",NA,"species","Valid","Bot. Gall. 1: 87 (1828)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Gall. 1: 87 1828 to Bot. Gall. 1: 87 (1828), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2710874 >The","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2710874","['Cerastium stenopetalum' 'Cerastium stenopetalum var. nanum']","unknown"
1112263,"wfo-0001119235","urn:lsid:ipni.org:names:232133-2","26614322","Selaginella kochii","species","wfo-4000034966","Hieron.","Selaginellaceae","","","","Selaginella","","kochii",NA,"species","Valid","Zwei Jahre Unter Indianern; Reisen NordW. Brasil. 2: 361 (1910)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Zwei Jahre Unter Indianern; Reisen NordW. Brasil. 2: 361. 1910 ; Rep. Spec. Nov. 8: 151. 1910 to Zwei Jahre Unter Indianern; Reisen NordW. Brasil. 2: 361 (1910), information provided by Alan E. on emai","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Lycopodiophyta","tro-26614322","[]","unknown"
1549021,"wfo-1000050263","100530706","","Encalypta driva","species","wfo-4000013354","K.Hassel & HÃ¸itomt","Encalyptaceae","","","","Encalypta","","driva",NA,"species","Valid","Lindbergia 45(01115): 7. 2022.","Accepted",NA,"",NA,"","2023-08-04","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Bryophyta","","[]","unknown"
1493227,"wfo-1000034820","urn:lsid:ipni.org:names:77213115-1","wcvp-540144","Tocoyena prostrata","species","wfo-4000038508","Silberb.-Gottsb. & Gottsb.","Rubiaceae","","","","Tocoyena","","prostrata",NA,"species","Valid","Pl. Diversity Evol.  132(1): 49 (2019)","Accepted",NA,"",NA,"","2022-08-09","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77213115-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","[]","unknown"
1179625,"wfo-0001187217","35169922","35169922","Mittenothamnium oxyrrhynchioides","species","wfo-4000024457","(Broth.) Steere","Hypnaceae","","","","Mittenothamnium","","oxyrrhynchioides",NA,"species","Valid","Bryologist 51: 158. 1948.","Accepted",NA,"wfo-0001191009",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35169922 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35169922 >The Plant List v.1.0</a>","2022-04-16","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Bryophyta","tro-35169922","['Microthamnium oxyrrhynchioides' 'Stereohypnum oxyrrhynchioides']","unknown"
553210,"wfo-0000556722","urn:lsid:ipni.org:names:164237-1","797926","Atriplex vestita","species","wfo-4000003611","(Thunb.) Aellen","Amaranthaceae","","","","Atriplex","","vestita",NA,"species","Valid","Bot. Jahrb. Syst. 70: 391 (1940)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. 70: 391 1940 to Bot. Jahrb. Syst. 70: 391 (1940), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2665914","[]","unknown"
790883,"wfo-0000795241","urn:lsid:ipni.org:names:60440453-2","333767","Euryblema anatonum","species","wfo-4000014281","(Dressler) Dressler","Orchidaceae","","","","Euryblema","","anatonum",NA,"species","Valid","Lankesteriana 5: 94 (2005)","Accepted",NA,"wfo-0000901794",NA,"Source in seed data: wcs Update namepublishedIn from Lankesteriana 5(2): 94. 2005 [Aug 2005] to Lankesteriana 5: 94 (2005), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60440453-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-333767","['Chondrorhyncha anatona' 'Cochleanthes anatona']","unknown"
778092,"wfo-0000782435","urn:lsid:ipni.org:names:77100511-1","320928","Dolichandra uncata","species","wfo-4000012344","(Andrews) L.G.Lohmann","Bignoniaceae","","","","Dolichandra","","uncata",NA,"species","Valid","Phytotaxa 301(1): 31, fig. 14 (map) 2017","Accepted",NA,"wfo-0000781806",NA,"Source in seed data: iplants Update namepublishedIn from Nuevo Cat. Fl. Vasc. Venezuela 273. 2008 [after May 2008] to Nuevo Cat. Fl. Vasc. Venezuela : 273 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre","2022-04-16","2024-06-18","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77100511-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-320928","['Macfadyena uncinata' 'Macfadyena uncata' 'Macfadyena fenzliana'
 'Macfadyena guatemalensis' 'Macfadyena hassleri' 'Pachyptera puberula'
 'Spathodea uncata' 'Spathodea uncinata' 'Spathodea fenzliana'
 'Bignonia pachyptera' 'Bignonia uncata' 'Bignonia uncata'
 'Bignonia uncinata' 'Dolichandra fenzliana' 'Doxantha uncata']","unknown"
795794,"wfo-0000800157","urn:lsid:ipni.org:names:77066970-1","338608","Ã Serapicamptis tommasinii","species","wfo-4000035105","(A.Kern.) J.M.H.Shaw","Orchidaceae","","","","Serapicamptis","","tommasinii",NA,"species","Valid","Orchid Rev. , Suppl. 113(1264): 20 (2005)","Accepted",NA,"wfo-0000309543",NA,"Source in seed data: wcs Update namepublishedIn from Orchid Rev. Suppl., 113(1264): 20. 2005 [Quart. Suppl. Int. Reg. Orchid Hybrids] to Orchid Rev. , Suppl. 113(1264): 20 (2005), information provided by Alan E. on email Jun. 07 2021 More details could b","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77066970-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-338608","['Orchiserapias tommasinii' 'Orchiserapias tremezzinae'
 'Serapias roselliniana' 'Serapias tommasinii'
 'Anterioserapias tommasinii'
 'Serapicamptis tommasinii subsp. tremezzinae']","unknown"
505346,"wfo-0000508705","urn:lsid:ipni.org:names:60447290-2","739642","Castilleja victoriae","species","wfo-4000006945","Fairbarns & J.M.Egger","Orobanchaceae","","","","Castilleja","","victoriae",NA,"species","Valid","MadroÃ±o 54: 335 (2007 publ. 2008)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from MadroÃ±o 54(4): 335 (334-342; figs. 1-3). 2008 [dt. 2007; issued 18 Feb 2008] to MadroÃ±o 54: 335 (2007 publ. 2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60447290-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2606592","[]","unknown"
383888,"wfo-0000386764","urn:lsid:ipni.org:names:178422-2","532264","Oxalis rhombifolia","species","wfo-4000027521","Jacq.","Oxalidaceae","","","","Oxalis","","rhombifolia",NA,"species","Valid","Oxalis : 22 (1794)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Oxalis [Jacquin] 22 (t. 2). 1794 to Oxalis : 22 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-239370","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:178422-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2393707","['Oxalis maxonii' 'Acetosella acuminata' 'Acetosella rhombifolia'
 'Oxalis rhombifolia var. pubescens' 'Oxalis acuminata']","unknown"
145390,"wfo-0000145488","urn:lsid:ipni.org:names:17414770-1","","Prosaptia engleriana","species","wfo-4000031224","(Brause) Ching","Polypodiaceae","Grammitidoideae","","","Prosaptia","","engleriana",NA,"species","Valid","Bull. Fan Mem. Inst. Biol. , Bot. 10: 242 (1941)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Bull. Fan Mem. Inst. Biol. Bot. 10: 242. 1941 to Bull. Fan Mem. Inst. Biol. , Bot. 10: 242 (1941), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://w","2022-04-16","2024-12-16","https://pteridogroup.github.io/","Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).","Polypodiophyta","ifn-29560","['Davallia engleriana' 'Prosaptia engleriana' 'Polypodium brausei'
 'Polypodium englerianum' 'Grammitis engleriana']","unknown"
820080,"wfo-0000824488","urn:lsid:ipni.org:names:994496-1","362043","Begonia laccophora","species","wfo-1000039493","Sands","Begoniaceae","","","","Begonia","","laccophora",NA,"species","Valid","Checkl. Fl. Pl. Gymnosperms Brunei Darussalam App. 2: 434. (1997)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Checklist Fl. Pl. Gymn. Brunei 434 1996 publ. 1997 to Checkl. Fl. Pl. Gymnosperms Brunei Darussalam : 434 (1996 publ. 1997), information provided by Alan E. on email Jun. 07 2021 More details could be ","2022-04-16","2024-11-15","https://padme.rbge.org.uk/wfo/wfo-0000824488","The Begoniaceae TEN","A","kew-362043","[]","unknown"
419002,"wfo-0000422011","urn:lsid:ipni.org:names:334631-1","594871","Vaccinium rizalense","species","wfo-4000039926","Merr.","Ericaceae","Vaccinioideae","","","Vaccinium","","rizalense",NA,"species","Valid","Philipp. J. Sci. 27: 43 (1925)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from Philipp. J. Sci. 27: 43 1925 to Philipp. J. Sci. 27: 43 (1925), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","2022-04-16","2024-06-04","https://padme.rbge.org.uk/wfo/wfo-0000422011","The Ericaceae TEN","A","kew-2457378","[]","unknown"
1322902,"wfo-0001345642","urn:lsid:ipni.org:names:77154966-1","wcvp-521443","Maxillaria kolanowskana","species","wfo-4000023376","Molinari","Orchidaceae","","","","Maxillaria","","kolanowskana",NA,"species","Valid","Richardiana 15: 297 (2015)","Accepted",NA,"wfo-0000791829",NA,"Source in seed data: ipni Update namepublishedIn from Richardiana 15: 297. 2015 [3 Jul 2015] [epublished] to Richardiana 15: 297 (2015), information provided by Alan E. on email Jun. 07 2021","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77154966-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","['Camaridium vinosum' 'Maxillariella vinosa' 'Maxillaria vinosa']","unknown"
600767,"wfo-0000604439","urn:lsid:ipni.org:names:1010111-1","272069","Vriesea rafaelii","species","wfo-4000040444","Leme","Bromeliaceae","","","","Vriesea","","rafaelii",NA,"species","Valid","Harvard Pap. Bot. 4: 163 (1999)","Accepted",NA,"",NA,"Source in seed data: wcs Updated namepublishedIn from Harvard Pap. Bot. 4: 163 1999 to Harvard Pap. Bot. 4(1): 163 (1999). , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","2022-04-16","2024-06-05","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:318714-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-272069","[]","unknown"
351920,"wfo-0000354611","urn:lsid:ipni.org:names:50599-1","471250","Justicia dalaensis","species","wfo-4000019746","Benoist","Acanthaceae","","","","Justicia","","dalaensis",NA,"species","Valid","Bol. Soc. Brot. , sÃ©r. 2, 24: 28 (1950)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Bol. Soc. Brot. sÃ©r. 2, 24: 28. 1950 to Bol. Soc. Brot. , sÃ©r. 2, 24: 28 (1950), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50599-1","Acanthaceae TEN","A","kew-2330995","[]","unknown"
