,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,created,modified,references,source,majorGroup,tplID,synonims
56302,wfo-0000055945,urn:lsid:ipni.org:names:228346-1,GCC-37175117-2126-4E11-B8BD-C70461A10B9A,Lactuca violifolia,species,wfo-4000020393,(Decne.) C.B.Clarke,Asteraceae,Cichorioideae,Cichorieae,Lactucinae,Lactuca,,violifolia,,species,Valid,Compos. Ind. : 269 (1876),Accepted,,,,"Source in seed data: gcc Update namepublishedIn from Compos. Ind. 269. 1876 to Compos. Ind. : 269 (1876), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-154598 >T",2022-04-16,2024-06-17,https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/cc8ac625-5d92-4d18-aa20-559384fb2e5c/synonymy?highlite=f25f3f76-991e-4644-9e9a-e09830c6678a,The Asteraceaae TEN,A,gcc-154598,['Prenanthes violifolia']
682289,wfo-0000686347,urn:lsid:ipni.org:names:103664-2,d3784020-5996-4f0e-af95-118954d66690,Ferocactus pottsii,species,wfo-4000014683,(Salm-Dyck) Backeb.,Cactaceae,,,,Ferocactus,,pottsii,,species,Valid,Cactaceae 5: 2738. 1961.,Accepted,,,,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021",2022-04-16,2024-12-11,https://caryophyllales.org/cdm_dataportal/taxon/d90c6555-e052-4220-9bfa-e7d419bca2aa,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2808211,"['Echinocactus pottsii' 'Thelocactus bicolor var. pottsii'
 'Thelocactus pottsii' 'Echinocactus bicolor f. pottsii'
 'Echinocactus bicolor var. pottsii']"
1239139,wfo-0001247324,urn:lsid:ipni.org:names:186353-2,50141033,Pectocarya peninsularis,species,wfo-4000028399,I.M.Johnst.,Boraginaceae,,,,Pectocarya,,peninsularis,,species,Valid,J. Arnold Arbor. 20: 401 (1939),Accepted,,,,"Source in seed data: tro Update namepublishedIn from J. Arnold Arbor. 20: 401. 1939 to J. Arnold Arbor. 20: 401 (1939), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",2022-04-16,2024-06-04,,The Boraginaceae TEN,A,tro-50141033,[]
819982,wfo-0000824390,urn:lsid:ipni.org:names:104919-1,361951,Begonia integrifolia,species,wfo-1000039467,Dalzell,Begoniaceae,,,,Begonia,,integrifolia,,species,Valid,Hooker's J. Bot. Kew Gard. Misc. 3: 230. (1851),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Hooker's J. Bot. Kew Gard. Misc. 3: 230 1851 to Hooker's J. Bot. Kew Gard. Misc. 3: 230 (1851), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t",2022-04-16,2024-11-15,https://padme.rbge.org.uk/wfo/wfo-0000824390,The Begoniaceae TEN,A,kew-361951,"['Begonia debilis' 'Begonia grantiana' 'Begonia grata'
 'Begonia guttata var. angopensis' 'Begonia haniffii' 'Begonia leucantha'
 'Begonia rimarum' 'Begonia socia' 'Begonia guttata f. elongata'
 'Begonia debilis var. punicea' 'Begonia guttata'
 'Begonia debilis var. debilis']"
944817,wfo-0000949455,urn:lsid:ipni.org:names:91254-2,67791,Epidendrum anoglossoides,species,wfo-4000013590,Ames & C.Schweinf.,Orchidaceae,,,,Epidendrum,,anoglossoides,,species,Valid,Schedul. Orchid. 10: 56 (1930),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Schedul. Orchid. 10: 56 1930 to Schedul. Orchid. 10: 56 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:91254-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-67791,[]
280850,wfo-0000283457,urn:lsid:ipni.org:names:455050-1,165740,Prostanthera microphylla,species,wfo-4000031241,(R.Br.) A.Cunn. ex Benth.,Lamiaceae,,,,Prostanthera,,microphylla,,species,Valid,Labiat. Gen. Spec. : 454 (1834),Accepted,,wfo-0000933081,,"Source in seed data: wcs Updated scientificnameAuthorship from (R.Br.) A.Cunn. ex Benth. to A.Cunn. ex Benth., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-1657",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:455050-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-165740,"['Prostanthera coccinea' 'Prostanthera serpyllifolia subsp. microphylla'
 'Prostanthera microphylla f. aeruginosa' 'Cryphia microphylla']"
1479727,wfo-1000023250,urn:lsid:ipni.org:names:77217454-1,wcvp-77217454-1,Impatiens plicatisepala,species,wfo-4000019042,"C.Y.Zou, Yan Liu & S.X.Yu",Balsaminaceae,,,,Impatiens,,plicatisepala,,species,Valid,Taiwania  65: 544 (2020),Accepted,,,,,2022-08-09,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77217454-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,[]
503590,wfo-0000506948,urn:lsid:ipni.org:names:77075049-1,737334,Cyrtandra libauensis,species,wfo-4000010501,Hilliard,Gesneriaceae,Didymocarpoideae,Trichosporeae,Didymocarpinae,Cyrtandra,,libauensis,,species,Valid,Edinburgh J. Bot. 63: 220 (2006),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Edinburgh J. Bot. 63: 220 2006 to Edinburgh J. Bot. 63: 220 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",2022-04-16,2024-11-28,https://padme.rbge.org.uk/wfo/wfo-0000506948,The Gesneriaceae TEN,A,kew-2604120,[]
649997,wfo-0000653941,urn:lsid:ipni.org:names:897629-1,903286,Dombeya rodriguesiana,species,wfo-4000012392,F.Friedmann,Malvaceae,,,,Dombeya,,rodriguesiana,,species,Valid,"Adansonia , n.s., 20: 440 (1981)",Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Adansonia sÃ©r. 2, 20(4): 440. 1981 to Adansonia , n.s., 20: 440 (1981), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",2022-04-16,2024-06-04,,cmp,A,kew-2775178,[]
780368,wfo-0000784718,urn:lsid:ipni.org:names:440194-1,323242,Moraea macrantha,species,wfo-4000024826,Baker,Iridaceae,,,,Moraea,,macrantha,,species,Valid,Fl. Trop. Afr.  7: 340 (1898),Accepted,,,,"Source in seed data: iplants Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 7(2): 340. 1898 [Apr 1898] to Fl. Trop. Afr. 7: 340 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",2022-04-16,2024-08-30,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:440194-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-323242,['Moraea arnoldiana' 'Moraea ventricosa var. macrantha']
742519,wfo-0000746766,urn:lsid:ipni.org:names:77105058-1,966daf87-5969-45e5-8e64-75e0935b373f,Mesembryanthemum knolfonteinense,species,wfo-3400012194,Klak,Aizoaceae,Mesembryanthemoideae,,,Mesembryanthemum,Phyllobolus,knolfonteinense,,species,Valid,in S. African J. Bot. 76(2): 299. 2010.,Accepted,,,,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - Aizoaceae, information provided by Walter B. on email Jul. 01, 2021",2022-04-16,2024-11-20,https://caryophyllales.org/?q=cdm_dataportal/name/966daf87-5969-45e5-8e64-75e0935b373f,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2900170,['Phyllobolus knolfonteinensis']
1317711,wfo-0001340449,urn:lsid:ipni.org:names:77142152-1,wcvp-493188,Stelis ariasii,species,wfo-4000036397,(Luer & Hirtz) Karremans,Orchidaceae,,,,Stelis,,ariasii,,species,Valid,Lankesteriana 13: 328 (2014),Accepted,,wfo-0000276697,,"Source in seed data: ipni Update namepublishedIn from Lankesteriana 13(3): 328. 2014 [30 Jan 2014] to Lankesteriana 13: 328 (2014), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142152-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,['Pleurothallis ariasii' 'Anathallis ariasii' 'Specklinia ariasii']
742723,wfo-0000746970,urn:lsid:ipni.org:names:77103973-1,1023112,Plagiocarpus arcuatus,species,wfo-4000029969,I.Thomps.,Fabaceae,Papilionoideae,,,Plagiocarpus,,arcuatus,,species,Valid,Muelleria 28: 51 (2010),Accepted,,,,"Source in seed data: ksufab Update namepublishedIn from Muelleria 28(1): 51 (-51; map). 2010 [4 Jan 2010] to Muelleria 28: 51 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",2022-04-16,2024-06-04,https://www.legumedata.org/taxonomy/taxon/2900426,The Fabaceae TEN - Legume Taxonomy Working Group,A,kew-2900426,[]
435019,wfo-0000438102,urn:lsid:ipni.org:names:905239-1,621537,Sedum apoleipon,species,wfo-4000034941,'t Hart,Crassulaceae,,,,Sedum,,apoleipon,,species,Valid,Willdenowia 13: 310 (1983 publ. 1984),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Willdenowia 13(2): 310. 1984 [1983 publ. 1984] to Willdenowia 13: 310 (1983 publ. 1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant",2022-04-16,2024-06-04,,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2484758,[]
196778,wfo-0000198273,urn:lsid:ipni.org:names:477221-1,44787,Astragalus dschimensis,species,wfo-4000003460,Gontsch.,Fabaceae,Papilionoideae,,,Astragalus,,dschimensis,,species,Valid,Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 10: 30 (1947),Accepted,,,,"Source in seed data: ildis Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 10: 30. 1947 to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 10: 30 (1947), information provided by Alan E. on email Jun. 07 202",2022-04-16,2024-06-04,https://www.legumedata.org/taxonomy/taxon/2659042,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-44787,['Astragalus hoantchy subsp. dschimensis']
1188652,wfo-0001196310,35185108,35185108,Fossombronia longiseta,species,wfo-4000014972,(Austin) Austin,Fossombroniaceae,,,,Fossombronia,,longiseta,,species,Valid,Hepat. Bor.-Amer. Exsicc.: 30 (no. 118). 1873.,Accepted,,wfo-1000016774,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35185108 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35185108 >The Plant List v.1.0</a>,2022-04-16,2024-12-06,https://www.bryonames.org/,The Bryophyte TEN,Marchantiophyta,tro-35185108,['Fossombronia hispidissima' 'Androcryphia longiseta']
408933,wfo-0000411921,urn:lsid:ipni.org:names:94415-2,243940,Eriocaulon magnum,species,wfo-4000013809,Abbiatti,Eriocaulaceae,,,,Eriocaulon,,magnum,,species,Valid,"Revista Mus. La Plata, Secc. Bot.  6: 323 (1946)",Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Revista Mus. La Plata, Secc. Bot. 6: 323, fig. 2, 3, tab. 1. 1946 as magnun to Revista Mus. La Plata, Secc. Bot. 6: 323 (1946), information provided by Alan E. on email Jun. 07 2021 More details could ",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:94415-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-243940,[]
849274,wfo-0000853726,urn:lsid:ipni.org:names:1001994-1,399267,Borinda albocerea,species,wfo-4000005024,(Hsueh f. & T.P.Yi) Stapleton,Poaceae,,,,Borinda,,albocerea,,species,Valid,Kew Bull. 53: 455 (1998),Accepted,,wfo-0000869433,,"Source in seed data: wcs Updated scientificnameAuthorship from (Hsueh & T.P.Yi) Stapleton to (Hsueh f. & T.P.Yi) Stapleton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001994-1,The Poaceae TEN,A,kew-399267,"['Fargesia albocerea' 'Fargesia pachyclada'
 'Yushania papyrifera subsp. albocerea']"
1295211,wfo-0001317383,urn:lsid:ipni.org:names:77142990-1,136768,Alcantarea lanceopetala,species,wfo-4000001117,Leme,Bromeliaceae,,,,Alcantarea,,lanceopetala,,species,Valid,Phytotaxa 177: 69 (2014),Accepted,,,,"Source in seed data: Flora do Brasil 2020 (JBRJ) Update namepublishedIn from Phytotaxa 177(2): 69. 2014 [27 Aug 2014] [epublished] to Phytotaxa 177: 69 (2014), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142990-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,[]
462649,wfo-0000465838,urn:lsid:ipni.org:names:310527-1,253157,Mapania micropandanus,species,wfo-4000023080,Holttum,Cyperaceae,,,,Mapania,,micropandanus,,species,Valid,Gard. Bull. Singapore 11: 294 (1947),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Gard. Bull. Singapore 11: 294. 1947 to Gard. Bull. Singapore 11: 294 (1947), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:310527-1,The Cyperaceae TEN,A,kew-253157,[]
317640,wfo-0000320289,urn:lsid:ipni.org:names:659584-1,201098,Taeniophyllum djampangense,species,wfo-4000037429,J.J.Sm.,Orchidaceae,,,,Taeniophyllum,,djampangense,,species,Valid,"Bull. Jard. Bot. Buitenzorg , sÃ©r. 2, 9: 112 (1913)",Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Bull. Jard. Bot. Buitenzorg ser. II, ix. 112 (1913). to Bull. Jard. Bot. Buitenzorg , sÃ©r. 2, 9: 112 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:659584-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-201098,[]
1485142,wfo-1000027850,urn:lsid:ipni.org:names:77215102-1,,Meiogyne oligocarpa,species,wfo-4000023536,B.Xue & Y.H.Tan,Annonaceae,Malmeoideae,Miliuseae,Sapranthinae,Meiogyne,,oligocarpa,,species,Valid,PeerJ 9(e10999): 6 (2021),Accepted,,,,,2022-08-09,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77215102-1,The Annonaceae TEN,A,,[]
441540,wfo-0000444645,urn:lsid:ipni.org:names:686901-1,632269,Limonium ornatum,species,wfo-0001303821,(Ball) Kuntze,Plumbaginaceae,,Limonieae,,Limonium,Limonium,ornatum,,species,Valid,Revis. Gen. Pl. 2: 396. 1891,Accepted,,,,"Source in seed data: ksu Updated scientificnameAuthorship from (Ball) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2495722 >The Plant List v.1",2022-04-16,2024-12-10,https://caryophyllales.org/cdm_dataportal/taxon/72281fdf-7282-466a-8206-f8c6ef8413d0,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2495722,['Statice ornata' 'Statice laeta']
823107,wfo-0000827529,urn:lsid:ipni.org:names:140504-1,364942,Campanula kachethica,species,wfo-4000006381,Kantsch.,Campanulaceae,,,,Campanula,,kachethica,,species,Valid,"Vestn. Tiflissk. Bot. Sada , n.s., 5: 2 (1931)",Accepted,,,,"Source in seed data: wcs Update namepublishedIn from VÄstn. Tiflissk. Bot. Sada 1928-30, n. s. Pt. 5, 2 (193 1). to Vestn. Tiflissk. Bot. Sada , n.s., 5: 2 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a h",2022-04-16,2024-06-04,,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-364942,[]
1085055,wfo-0001091799,urn:lsid:ipni.org:names:188467-2,25000080,Peperomia chimboana,species,wfo-4000028681,C.DC.,Piperaceae,,,,Peperomia,,chimboana,,species,Valid,Bull. Herb. Boissier 6: 508 (1898),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Bull. Herb. Boissier 6: 508 1898 to Bull. Herb. Boissier 6: 508 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",2022-04-16,2024-08-21,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188467-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-25000080,['Peperomia albispica']
1316089,wfo-0001338826,urn:lsid:ipni.org:names:77137989-1,ten:padme.rbge.org.uk:grc:9849,Petrocosmea melanophthalma,species,wfo-4000028966,"Huan C.Wang, Z.R.He & Li Bing Zhang",Gesneriaceae,Didymocarpoideae,Trichosporeae,Didymocarpinae,Petrocosmea,,melanophthalma,,species,Valid,Novon 22: 486 (2013),Accepted,,,,"Source in seed data: ipni Update namepublishedIn from Novon 22(4): 486. 2013 [18 Oct 2013] to Novon 22: 486 (2013), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-11-28,https://padme.rbge.org.uk/wfo/wfo-0001338826,The Gesneriaceae TEN,A,,[]
1284098,wfo-0001292912,urn:lsid:ipni.org:names:363901-1,700251,Pharnaceum dichotomum,species,wfo-4000029134,L.f.,Molluginaceae,,,,Pharnaceum,,dichotomum,,species,Valid,Suppl. Pl. : 186 (1782),Accepted,,,,"Source in seed data: tro Update namepublishedIn from to Suppl. Pl. : 186 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-700251 >The Plant List v.1.1.</a> ",2022-04-16,2024-06-04,,The Caryophyllales TEN -The Caryophyllales Network,A,tro-700251,[]
383241,wfo-0000386112,urn:lsid:ipni.org:names:119766-1,531157,Onosma paphlagonica,species,wfo-4000026891,Bornm.,Boraginaceae,,,,Onosma,,paphlagonica,,species,Valid,Magyar Bot. Lapok 30: 75 (1931),Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Magyar Bot. Lapok 1931, xxx. 75. to Magyar Bot. Lapok 30: 75 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:119766-1,The Boraginaceae TEN,A,kew-2392599,[]
1620689,wfo-1000067222,,,Cyathea lehnertii,species,wfo-4000010177,A.Tejedor & G.Calat.,Cyatheaceae,,,,Cyathea,,lehnertii,,species,Valid,Amer. Fern J. 107(3): 166. 2017 [6 Nov 2017],Accepted,,,,,2024-08-13,2024-12-16,https://pteridogroup.github.io/,Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).,Polypodiophyta,,[]
1129514,wfo-0001136810,urn:lsid:ipni.org:names:805852-1,29201063,Mimetanthe pilosa,species,wfo-4000024324,(Benth.) Greene,Phrymaceae,,,,Mimetanthe,,pilosa,,species,Valid,Bull. Calif. Acad. Sci. 1: 181 (1885),Accepted,,wfo-0001138393,,"Source in seed data: tro Update namepublishedIn from Bull. Calif. Acad. Sci. 1(4): 181. 1885 [dt. 1886, publ. 29 Aug 1885] to Bull. Calif. Acad. Sci. 1: 181 (1885), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a h",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805852-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-29201063,['Mimulus exilis' 'Moniera pilosa' 'Mimulus pilosus' 'Herpestis pilosa']
684292,wfo-0000688355,urn:lsid:ipni.org:names:583501-1,938062,Ficus floccifera,species,wfo-4000014727,Diels,Moraceae,,,,Ficus,,floccifera,,species,Valid,Bot. Jahrb. Syst. 67: 231 (1935),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. lxvii. 231 (1935). to Bot. Jahrb. Syst. 67: 231 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",2022-04-16,2024-06-04,,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2810438,[]
1323824,wfo-0001346565,urn:lsid:ipni.org:names:77157730-1,wcvp-519803,Agrostophyllum cheirophyton,species,wfo-4000001000,Ormerod,Orchidaceae,,,,Agrostophyllum,,cheirophyton,,species,Valid,Orchadian 17: 376 (2013),Accepted,,,,"Source in seed data: ipni Update namepublishedIn from Orchadian 17(8): 376. 2013 [Jun 2013] to Orchadian 17: 376 (2013), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77157730-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,[]
1480125,wfo-1000023602,urn:lsid:ipni.org:names:77214829-1,wcvp-3275171,Megacodon lushuiensis,species,wfo-4000023479,Jun-Chu Peng & H.Sun,Gentianaceae,,,,Megacodon,,lushuiensis,,species,Valid,Pl. Diversity 42: 202 (2020),Accepted,,,,,2022-08-09,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77214829-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,[]
25214,wfo-0000024645,urn:lsid:ipni.org:names:256682-1,GCC-85752CC5-FC17-4336-A990-CF3EE90C5D2B,Trixis cacalioides,species,wfo-4100001903,D.Don,Asteraceae,Mutisioideae,Nassauvieae,,Trixis,,cacalioides,,species,Valid,Trans. Linn. Soc. London 16(2): 187 (1830),Accepted,,wfo-0000023195,,"Source in seed data: gcc Update namepublishedIn from Trans. Linn. Soc. London 16(2): 187. 1830 [27 May 1830] to Trans. Linn. Soc. London 16(2): 187 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:",2022-04-16,2024-06-04,https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1109238,The Asteraceaae TEN,A,gcc-123811,"['Perdicium cacalioides' 'Trixis papillosa' 'Trixis paradoxa'
 'Trixis neaeana' 'Trixis frutescens var. denticulata' 'Trixis hexantha'
 'Trixis subparadoxa']"
845346,wfo-0000849797,urn:lsid:ipni.org:names:390033-1,395566,Arthraxon echinatus,species,wfo-4000003152,(Nees) Hochst.,Poaceae,,,,Arthraxon,,echinatus,,species,Valid,Flora 39: 188 (1856),Accepted,,wfo-0000853593,,"Source in seed data: wcs Updated scientificnameAuthorship from (Nees) Hochst. to Hochst., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-395566 >The Plant List v.",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:390033-1,The Poaceae TEN,A,kew-395566,"['Andropogon echinatus' 'Arthraxon lanceolatus var. echinatus'
 'Arthraxon spathaceus' 'Batratherum echinatum']"
1165247,wfo-0001172775,35145586,35145586,Funaria nubica,species,wfo-4000015117,MÃ¼ll.Hal.,Funariaceae,,,,Funaria,,nubica,,species,Valid,Hedwigia 38: 61. 1899.,Accepted,,,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35145586 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35145586 >The Plant List v.1.0</a>,2022-04-16,2024-12-06,https://www.bryonames.org/,The Bryophyte TEN,Bryophyta,tro-35145586,[]
814420,wfo-0000818798,urn:lsid:ipni.org:names:145075-1,356587,Siphocampylus attenuatus,species,wfo-4000035498,A.DC.,Campanulaceae,,,,Siphocampylus,,attenuatus,,species,Valid,Prodr. 7: 398 (1839),Accepted,,wfo-0000813927,,"Source in seed data: wcs Updated scientificnameAuthorship from (C.Presl) A.DC. to A.DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-356587 >The Plant List v.1",2022-04-16,2024-06-04,,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-356587,['Lobelia attenuata']
